lat_max,lon_max,lat_min,lon_min,route_id
44.92401,2.582961,44.80595,2.428405,AURILLAC:Line:AURNav50
44.968678,2.533905,44.908794,2.436035,AURILLAC:Line:AURNav49
44.943623,2.487477,44.895885,2.438832,AURILLAC:Line:AURNav34
44.94361,2.541544,44.888893,2.263946,AURILLAC:Line:AURNav44
44.984222,2.445292,44.915733,2.288964,AURILLAC:Line:AURNav41
44.92769,2.541544,44.878277,2.263946,AURILLAC:Line:AURNav45
44.93564,2.462344,44.853336,2.436035,AURILLAC:Line:AURNav52
45.043587,2.589007,44.92401,2.440442,AURILLAC:Line:AURNav51
45.068375,2.656821,44.915733,2.436035,AURILLAC:Line:AURNav48
44.94361,2.613153,44.882744,2.436035,AURILLAC:Line:AURNav47
44.94361,2.459852,44.878277,2.340935,AURILLAC:Line:AURNav46
44.984222,2.459852,44.915733,2.279487,AURILLAC:Line:AURNav43
44.963013,2.44268,44.915733,2.342077,AURILLAC:Line:AURNav42
44.928226,2.445056,44.910152,2.421794,AURILLAC:Line:AURNav38
44.936275,2.444563,44.920704,2.428716,AURILLAC:Line:AURNav37
44.928226,2.445292,44.892437,2.426993,AURILLAC:Line:AURNav35
44.928226,2.463704,44.90142,2.411383,AURILLAC:Line:AURNav36
45.115284,3.100276,44.90494,2.424328,CANTAL:Line:01
45.220642,2.446349,44.198486,2.338978,CANTAL:Line:02
44.974888,2.45983,44.55559,1.891367,CANTAL:Line:03
44.943573,2.45983,44.828136,2.171318,CANTAL:Line:04
44.92857,2.447186,44.71108,2.193709,CANTAL:Line:05
44.943573,2.507131,44.689217,2.356739,CANTAL:Line:06
45.039406,3.105912,44.57341,2.957302,CANTAL:Line:07
45.777966,3.147518,45.282257,2.658653,CANTAL:Line:08
44.943573,2.45983,44.781273,2.350905,CANTAL:Line:11
44.71108,2.196875,44.606674,2.027655,CANTAL:Line:15
44.977306,2.840224,44.89664,2.433813,CANTAL:Line:21
45.039406,3.105912,44.921932,2.840224,CANTAL:Line:22
45.03787,3.221946,44.985313,3.088409,CANTAL:Line:23
45.340954,3.088409,45.024452,2.757128,CANTAL:Line:24
45.282257,3.088409,45.024452,2.658653,CANTAL:Line:31
45.282257,2.867299,44.89983,2.433813,CANTAL:Line:32
45.282257,2.658653,45.212307,2.32948,CANTAL:Line:33
45.21778,2.494956,45.13828,2.32948,CANTAL:Line:34
45.43809,2.559815,45.212307,2.32948,CANTAL:Line:35
45.35312,2.478873,44.89983,2.32948,CANTAL:Line:36
45.172806,2.45983,44.915684,2.22365,CANTAL:Line:37
45.35736,2.45983,44.915684,2.32948,CANTAL:Line:38
45.41398,3.385639,45.290173,3.310448,HAUTE_LOIRE:Line:1630504511805
45.043156,4.407364,44.522697,3.501981,HAUTE_LOIRE:Line:C43Nav1
45.403202,3.385639,45.290745,3.318524,HAUTE_LOIRE:Line:C43Nav4
45.414955,4.393742,45.261066,4.10203,HAUTE_LOIRE:Line:C43Nav8
45.41398,3.404424,45.26422,3.240207,HAUTE_LOIRE:Line:C43Nav9
45.050095,3.999121,44.933556,3.892322,HAUTE_LOIRE:Line:C43Nav10
45.41308,3.564326,44.95991,3.318838,HAUTE_LOIRE:Line:C43Nav11
45.443092,4.399528,45.043156,3.892322,HAUTE_LOIRE:Line:C43Nav12
45.414955,4.393742,45.241726,4.235721,HAUTE_LOIRE:Line:C43Nav13
45.050095,4.057678,45.00986,3.892322,HAUTE_LOIRE:Line:C43Nav14
45.050095,4.053507,44.97011,3.892322,HAUTE_LOIRE:Line:1630501085864
45.443092,4.399528,45.010136,4.289461,HAUTE_LOIRE:Line:C43Nav15
45.231987,4.401326,45.145187,4.122006,HAUTE_LOIRE:Line:C43Nav16
45.043156,3.892322,44.840897,3.781935,HAUTE_LOIRE:Line:C43Nav2
45.145203,4.306491,45.04731,4.122006,HAUTE_LOIRE:Line:1630498329059
45.170895,4.122006,45.043156,3.892322,HAUTE_LOIRE:Line:1630487638313
45.414955,4.393742,45.043156,3.892322,HAUTE_LOIRE:Line:C43Nav17
45.329845,3.845925,45.27772,3.378322,HAUTE_LOIRE:Line:C43Nav3
45.043884,3.892322,44.954865,3.549129,HAUTE_LOIRE:Line:C43Nav5
46.379215,2.605239,46.31751,2.561007,MONTLUCON:Line:D
46.36529,2.622886,46.327396,2.569532,MONTLUCON:Line:B
46.353203,2.611308,46.335957,2.569532,MONTLUCON:Line:A
46.342426,2.609536,46.309887,2.593035,MONTLUCON:Line:G
46.367813,2.619369,46.323074,2.515686,MONTLUCON:Line:C
46.395542,2.623402,46.31051,2.50684,MONTLUCON:Line:F
46.353203,2.617708,46.327396,2.569532,MONTLUCON:Line:DIM
46.372307,2.616412,46.31493,2.587856,MONTLUCON:Line:E
45.85122,5.12511,45.835667,5.048032,MONTLUEL:Line:3CM001
46.6358,3.331,46.5592,3.2976,MOULINS:Line:E
46.57,3.356,46.5305,3.311,MOULINS:Line:F
46.5685,3.3671,46.5061,3.3275,MOULINS:Line:H
46.5677,3.3558,46.5435,3.3275,MOULINS:Line:I
46.5908,3.3558,46.5608,3.3079,MOULINS:Line:D
46.5704,3.356,46.57,3.3345,MOULINS:Line:NCP
46.5686,3.331,46.5493,3.2855,MOULINS:Line:G
46.5923,3.3482,46.5341,3.3079,MOULINS:Line:A
46.6009,3.3692,46.5364,3.2963,MOULINS:Line:C
46.5724,3.3633,46.5483,3.3146,MOULINS:Line:B
45.89745,3.694968,45.77057,3.082716,PUY_DE_DOME:Line:01
45.864475,3.761953,45.38349,3.082716,PUY_DE_DOME:Line:02
45.971127,3.4993,45.77057,3.082716,PUY_DE_DOME:Line:06
45.76185,3.544227,45.702705,3.42604,PUY_DE_DOME:Line:07
45.820667,3.773557,45.785133,3.673474,PUY_DE_DOME:Line:11
45.648476,3.761953,45.540688,3.704496,PUY_DE_DOME:Line:13
45.592194,3.806581,45.540688,3.735122,PUY_DE_DOME:Line:15
45.77057,3.264152,45.332184,3.042155,PUY_DE_DOME:Line:20
45.77057,3.085067,45.667053,2.982036,PUY_DE_DOME:Line:21
45.794342,3.34304,45.72353,3.082716,PUY_DE_DOME:Line:23
45.798954,3.302412,45.74866,3.113382,PUY_DE_DOME:Line:25
46.1496,3.430052,45.8641,3.302318,PUY_DE_DOME:Line:28
45.80148,3.157059,45.654396,3.082716,PUY_DE_DOME:Line:33
45.80148,3.245687,45.642265,3.082716,PUY_DE_DOME:Line:40
45.80148,3.186905,45.633564,3.082716,PUY_DE_DOME:Line:42
45.780045,3.172043,45.589256,3.082716,PUY_DE_DOME:Line:43
45.55386,3.248547,45.509705,2.933792,PUY_DE_DOME:Line:44
45.59709,2.816659,45.542133,2.734097,PUY_DE_DOME:Line:45
45.418797,2.725436,45.381744,2.502438,PUY_DE_DOME:Line:50
45.77057,3.082716,45.648544,2.561712,PUY_DE_DOME:Line:52
45.871082,3.091246,45.77057,2.467838,PUY_DE_DOME:Line:53
46.1336,3.517201,45.960575,3.430027,PUY_DE_DOME:Line:55
46.00416,3.548542,45.84696,3.444576,PUY_DE_DOME:Line:56
45.993427,3.113789,45.77057,3.082716,PUY_DE_DOME:Line:60
46.180424,3.119732,45.77057,2.807851,PUY_DE_DOME:Line:61
45.898052,3.117336,45.77057,3.039522,PUY_DE_DOME:Line:64
45.96996,3.260819,45.77057,3.082716,PUY_DE_DOME:Line:70
45.924423,3.117336,45.77057,3.056022,PUY_DE_DOME:Line:73
45.77844,3.148704,45.50255,2.864818,PUY_DE_DOME:Line:74
45.890053,3.129093,45.84118,3.109884,PUY_DE_DOME:Line:75
45.604626,4.0776,45.52821,3.735122,PUY_DE_DOME:Line:76
45.869797,3.676061,45.785133,3.547945,PUY_DE_DOME:Line:83
45.78623,3.673474,45.757572,3.544227,PUY_DE_DOME:Line:84
45.77274,2.9877,45.77081,2.963339,PUY_DE_DOME:Line:PDDNav1
45.065117,3.902133,45.034344,3.85021,PUY_EN_VELAY:Line:2
45.052948,3.936392,44.99746,3.88397,PUY_EN_VELAY:Line:5
45.05697,3.921947,45.032337,3.843703,PUY_EN_VELAY:Line:3
45.05086,3.896545,45.039726,3.870833,PUY_EN_VELAY:Line:8
45.052948,3.936392,45.019814,3.876895,PUY_EN_VELAY:Line:13
45.053158,3.894578,45.040623,3.875652,PUY_EN_VELAY:Line:10
45.05394,3.994396,44.98486,3.863008,PUY_EN_VELAY:Line:4
45.050377,3.898842,45.04178,3.876514,PUY_EN_VELAY:Line:1
45.050198,3.898842,45.043335,3.888755,PUY_EN_VELAY:Line:15
45.066883,3.909562,45.022976,3.867974,PUY_EN_VELAY:Line:12
45.08226,3.896536,45.043335,3.849725,PUY_EN_VELAY:Line:6
45.06083,3.980752,45.043602,3.893698,PUY_EN_VELAY:Line:11
45.074417,3.928056,45.04313,3.888755,PUY_EN_VELAY:Line:7
45.043774,3.893327,45.02884,3.865355,PUY_EN_VELAY:Line:9
45.050907,3.917308,45.04777,3.878274,PUY_EN_VELAY:Line:14
45.90564,3.131041,45.868893,3.036836,RIOM:Line:1_11
45.96601,3.172777,45.88439,3.108997,RIOM:Line:SCOA_2
45.893967,3.120288,45.846203,3.048666,RIOM:Line:SCOB_2
45.933887,3.119999,45.88056,3.056,RIOM:Line:SCOD_2
45.908806,3.120288,45.86634,3.00538,RIOM:Line:SCOE_2
45.908806,3.10905,45.871387,3.00538,RIOM:Line:SCOE2_1
45.919445,3.072222,45.9128,3.046513,RIOM:Line:SCOG_1
45.892857,3.120352,45.874004,3.066984,RIOM:Line:SCOH_2
45.893967,3.131474,45.882183,3.091989,RIOM:Line:SCOI_1
45.96601,3.174171,45.95885,3.160453,RIOM:Line:SCOJ_2
45.905468,3.120352,45.882183,3.08972,RIOM:Line:SCOL_1
45.901184,3.119999,45.890484,3.104969,RIOM:Line:NAV1_1
45.890564,3.119999,45.880356,3.109929,RIOM:Line:NAV2_1
45.907295,3.227222,45.880356,3.104969,RIOM:Line:SCO20_1
45.925045,3.298453,45.880356,3.104969,RIOM:Line:SCO21_1
45.901184,3.267501,45.850277,3.104969,RIOM:Line:SCO22_2
45.901184,3.200833,45.845,3.104969,RIOM:Line:SCO23_2
45.941994,3.222888,45.88056,3.109077,RIOM:Line:SCO24_2
45.897865,3.220539,45.890484,3.119953,RIOM:Line:SCO25_1
45.927776,3.188253,45.91814,3.158055,RIOM:Line:SCO26_1
45.94277,3.222576,45.935623,3.181344,RIOM:Line:SCO27_1
45.868473,3.259027,45.850277,3.217501,RIOM:Line:SCO28_1
45.896873,3.137599,45.890484,3.108997,RIOM:Line:SCO29_1
45.90124,3.119999,45.88233,3.093888,RIOM:Line:SCO30_1
45.88489,3.045418,45.821255,3.004444,RIOM:Line:SCO40_2
45.916325,3.045418,45.871387,2.940694,RIOM:Line:SCO42_2
45.91111,3.119953,45.8375,2.983472,RIOM:Line:SCO43_2
45.871387,3.054551,45.821827,3.025755,RIOM:Line:SCO44_4
45.86597,2.920091,45.84878,2.881944,RIOM:Line:SCO46_2
45.84878,2.921444,45.820137,2.894874,RIOM:Line:SCO47_1
45.931477,3.120288,45.882183,3.108997,RIOM:Line:SCOC_2
45.890312,3.133198,45.870754,3.109077,RIOM:Line:SCOF_2
45.903915,3.292834,45.899166,3.230843,RIOM:Line:SCO31_1
45.91111,3.017777,45.900276,2.996952,RIOM:Line:SCO45_2
45.91028,3.045418,45.8442,2.982083,RIOM:Line:SCO41_2
45.924335,3.227264,45.888824,3.056,RIOM:Line:3_9
45.896873,3.137599,45.868893,3.036836,RIOM:Line:2_7
45.9294,3.156936,45.886948,3.072146,RIOM:Line:4_7
45.8649,3.5542,45.84582,3.530815,THIERS:Line:A
45.86473,3.548439,45.795193,3.464494,THIERS:Line:B
45.87703,3.548439,45.85123,3.493803,THIERS:Line:C
45.857178,3.50538,45.795193,3.464494,THIERS:Line:E
45.894707,3.540013,45.860382,3.518063,THIERS:Line:F
45.871277,3.590215,45.856785,3.530815,THIERS:Line:G
45.87703,3.51727,45.859524,3.493803,THIERS:Line:H
45.872,3.588782,45.85995,3.55334,THIERS:Line:I
45.8649,3.548439,45.838936,3.490633,THIERS:Line:1
45.88976,3.607846,45.823463,3.370809,THIERS:Line:11
45.884872,3.626473,45.838936,3.490633,THIERS:Line:14
45.859535,3.553141,45.83943,3.49805,THIERS:Line:2
45.87824,3.5542,45.82672,3.486917,THIERS:Line:3
45.861065,3.548439,45.852093,3.541766,THIERS:Line:4
45.307624,5.899191,45.29851,5.886797,FUN_1
45.34223,5.97521,45.25031,5.89901,G4
45.43926,6.02647,45.34223,5.97436,G5
45.47126,6.01603,45.43019,5.97711,G51
45.30929,5.90721,45.30272,5.88639,305
45.2645,5.90676,45.20236,5.79175,G2
45.36433,5.97442,45.25056,5.87305,G3
45.43518,6.01603,45.34223,5.94882,G50
45.40002,6.07712,45.2644,5.87934,G6
45.43738,6.09539,45.37417,6.00798,G60
45.40002,6.09999,45.2724,6.05615,G61
45.18494,5.87402,45.15878,5.78543,G70
45.24266,5.88113,45.22398,5.81802,NVA
45.43926,6.02647,45.2644,5.87934,NVC
46.3792146,2.6052391,46.3175071,2.5610068,D_7
46.3532024,2.611308,46.3359563,2.569532,A_5
46.342425,2.6095363,46.3098867,2.5930351,G_3
46.3678128,2.619369,46.323074,2.5156858,C_7
46.3955439,2.6234019,46.310507,2.506840299,F_4
46.3532024,2.617708,46.327395,2.569532,DIM_3
46.37230741614609,2.639399844,46.26706853735671,2.587855952,E_7
46.3646615,2.6228862,46.327395,2.569532,B_9
46.0891965,6.583268,46.0599594,6.5034448,1
46.0891965,6.58260632,46.059376,6.5034448,2
46.072542,6.5952223,46.0492137,6.5273252,3
46.08412535,6.5888476,46.0599594,6.5034448,4
46.0699763,6.58260632,46.05551,6.514167,5
45.873463,5.966503,45.844037,5.934714,77
45.874678,5.955803,45.840406,5.943423,78
45.871684,5.95009,45.85163,5.932356,79
45.921741,6.120262,45.862906,5.936179,32
45.901307,6.11962,45.841447,5.94047,33
45.7877,3.10863,45.7679,3.05623,11821953316814897
45.8172,3.12918,45.7264,3.08663,11821953316814882
45.7953,3.13898,45.7667,3.06584,11821953316814893
45.7784,3.09905,45.7489,3.06928,11821953316814892
45.8398,3.11366,45.8081,3.06557,11821953316814913
45.7974,3.12949,45.7204,3.05248,11821953316814888
45.7974,3.09945,45.7632,3.04175,11821953316814889
45.8374,3.17224,45.7864,3.09164,11821953316814877
45.7891,3.21035,45.731,3.06293,11821953316814915
45.8149,3.13433,45.7589,3.08172,11821953316814895
45.8441,3.12949,45.7625,3.0774,11822086460801030
45.8514,3.18025,45.7934,3.11288,11821953316814914
45.7711,3.24523,45.7282,3.1968,11822086460801032
45.8021,3.17224,45.7755,3.05248,11821953316814874
45.7997,3.12773,45.7727,3.08425,11821953316814891
45.8025,3.21453,45.7253,3.08812,11821953316814879
45.7627,3.15963,45.7392,3.12917,11822086460801028
45.7801,3.11939,45.7108,3.07029,11821953316814881
45.7822,3.14712,45.725,3.048,11821953316814876
45.7806,3.12982,45.7292,3.0866,11821953316814875
45.8397,3.14448,45.7525,3.09196,11821953316814878
45.8057,3.14187,45.7934,3.11701,11822086460801025
45.7675,3.07566,45.7314,3.05588,11821953316814880
45.8096,3.26594,45.7683,3.09104,11821953316814887
45.7993,3.24523,45.7529,3.09104,11821953316814886
45.845,3.11076,45.7803,3.02573,11821953316814884
45.8546,3.11813,45.7889,3.0745,11821953316814883
45.75,3.11288,45.7447,3.11049,11822086460801060
45.7806,3.11821,45.7567,3.08192,11822086460801031
45.7694,3.21029,45.7119,3.18352,11821953316814885
45.7903,3.08538,45.777,3.07081,11822086460801035
46.56972,3.355295,46.295074,2.575816,C03B01
46.34562,3.455671,46.124794,2.575816,C03B02
46.766636,3.355295,46.549225,2.693256,C03B03
46.659035,3.773199,46.549225,3.287754,C03B04
46.236904,3.437525,46.086456,3.081363,C03B05
46.351284,3.815704,46.124794,3.430041,C03B06
46.339573,2.740318,46.112595,2.575816,C03B07
46.56972,3.793465,46.32669,3.326722,C03B08
46.56972,3.387409,46.086456,3.1938,C03B09
46.47851,2.963284,46.33586,2.575816,C03B10
46.83727,3.511524,46.549225,3.287754,C03B11
46.55874,2.609692,46.33747,2.248139,C03B12
46.56972,3.403603,46.312576,3.287754,C03B13
46.335938,2.850911,46.288963,2.739418,C03B14
45.89745,3.694968,45.77057,3.082716,C63LR01
45.864475,3.761953,45.38349,3.082716,C63LR02
45.971127,3.4993,45.77057,3.082716,C63LR06
45.76185,3.544227,45.702705,3.42604,C63LR07
45.820667,3.773557,45.785133,3.673474,C63LR11
45.648476,3.761953,45.540688,3.704496,C63LR13
45.592194,3.806581,45.540688,3.735122,C63LR15
45.77057,3.264152,45.332184,3.042155,C63LR20
45.77057,3.085067,45.667053,2.982036,C63LR21
45.794342,3.34304,45.72353,3.082716,C63LR23
45.798954,3.302412,45.74866,3.113382,C63LR25
46.1496,3.430052,45.8641,3.302318,C63LR28
45.80148,3.157059,45.654396,3.082716,C63LR33
45.80148,3.245687,45.642265,3.082716,C63LR40
45.80148,3.186905,45.633564,3.082716,C63LR42
45.780045,3.172043,45.589256,3.082716,C63LR43
45.55386,3.248547,45.509705,2.933792,C63LR44
45.59709,2.816659,45.542133,2.734097,C63LR45
45.418797,2.725436,45.381744,2.502438,C63LR50
45.77057,3.082716,45.648544,2.561712,C63LR52
45.871082,3.091246,45.77057,2.467838,C63LR53
46.1336,3.517201,45.960575,3.430027,C63LR55
46.00416,3.548542,45.84696,3.444576,C63LR56
45.993427,3.113789,45.77057,3.082716,C63LR60
46.180424,3.119732,45.77057,2.807851,C63LR61
45.898052,3.117336,45.77057,3.039522,C63LR64
45.96996,3.260819,45.77057,3.082716,C63LR70
45.924423,3.117336,45.77057,3.056022,C63LR73
45.77844,3.148704,45.50255,2.864818,C63LR74
45.890053,3.129093,45.84118,3.109884,C63LR75
45.604626,4.0776,45.52821,3.735122,C63LR76
45.869797,3.676061,45.785133,3.547945,C63LR83
45.78623,3.673474,45.757572,3.544227,C63LR84
45.77274,2.9877,45.77081,2.963339,C63LRPDDNav1
45.043156,4.407364,44.522697,3.501981,C43Nav1
45.050095,3.999121,44.933556,3.892322,C43Nav10
45.41308,3.564326,44.95991,3.318838,C43Nav11
45.443092,4.399528,45.043156,3.892322,C43Nav12
45.414955,4.393742,45.241726,4.235721,C43Nav13
45.050095,4.057678,45.00986,3.892322,C43Nav14
45.443092,4.399528,45.010136,4.289461,C43Nav15
45.231987,4.401326,45.145187,4.122006,C43Nav16
45.414955,4.393742,45.043156,3.892322,C43Nav17
45.043156,3.892322,44.840897,3.781935,C43Nav2
45.329845,3.845925,45.27772,3.378322,C43Nav3
45.403202,3.385639,45.290745,3.318524,C43Nav4
45.043884,3.892322,44.954865,3.549129,C43Nav5
45.414955,4.393742,45.261066,4.10203,C43Nav8
45.41398,3.404424,45.26422,3.240207,C43Nav9
45.704716,5.915096,45.64069,5.859543,01
45.723186,5.92972,45.642918,5.904963,02
45.692287,5.927317,45.676403,5.902413,03
45.704716,5.916798,45.643406,5.859543,DIM
45.71431,5.92708,45.647507,5.891416,10
45.704716,5.943589,45.65302,5.89123,11
45.70787,5.928866,45.615875,5.880482,12
45.710354,5.93334,45.627502,5.891239,13
45.741905,5.93839,45.715076,5.917485,14
45.720806,5.938032,45.675724,5.923559,15
45.754578,5.879902,45.592876,5.82058,16
45.655144,5.879902,45.592876,5.859543,17
45.68157,5.920315,45.594715,5.848846,18
45.741905,5.942973,45.666946,5.910847,19
45.70341,5.912472,45.6635,5.89148,20
45.755047,5.912472,45.6635,5.878193,21
45.708256,5.971007,45.666946,5.909837,22
45.707684,5.955568,45.69575,5.942794,23
45.74786,6.012444,45.72065,5.928816,24
45.736835,5.992064,45.712612,5.928816,25
45.723248,5.971007,45.701447,5.92972,26
45.720806,5.956475,45.69575,5.928816,27
45.74693,6.005758,45.666946,5.909837,28
45.71431,5.927544,45.685722,5.891299,29
45.786327,5.947101,45.692963,5.895995,31
46.206203,6.287635,46.1824,6.23299,T2
46.20084,6.246554,46.1824,6.19728,3
46.20439,6.249383,46.163425,6.187295,4
46.19887,6.352191,46.141907,6.231416,5
46.204403,6.262255,46.18269,6.19728,6
46.251427,6.328787,46.1824,6.241477,7
46.19887,6.318911,46.168777,6.23299,8
46.204403,6.262255,46.182396,6.19728,DA
46.182713,6.238851,46.159706,6.181938,LV4
46.251427,6.328787,46.206203,6.287635,LV3
46.229446,6.332258,46.18693,6.286327,LV1
46.20154,6.335297,46.162334,6.285456,LV2
46.19887,6.320495,46.141907,6.237043,CHAL
45.767771806771,5.0763390571,45.721123982577,4.862040055391,RXa10
45.7677503534,5.0763390571,45.721123982577,4.862040055391,RXr10
45.674268011415,4.816449671854,45.642065995956,4.791785048364,J2a30
45.674268011415,4.825983429436,45.638486923442,4.784458886036,J2r30
45.695263469872,4.95916006434,45.631798941763,4.932948345988,J3a33
45.695263469872,4.95916006434,45.631798941763,4.932948345988,J3r33
45.684582030533,4.95916006434,45.631798941763,4.932948345988,J3a15
45.684393003938,4.95916006434,45.631798941763,4.932948345988,J3r15
45.657865034039,5.034912954587,45.62886699864,4.932948345988,J4a7
45.657646984078,5.034860036259,45.628892038247,4.932948345988,J4r7
45.675087656384,4.826242940163,45.638486923442,4.770190945099,J6a20
45.675087656384,4.826242940163,45.638486923442,4.770768520354,J6r20
45.736231958756,5.016129041649,45.686699987727,4.93666595231,J8a20
45.736231958756,5.016129041649,45.686699987727,4.936752302391,J8r20
45.749685171665,4.827164619163,45.666488643143,4.79161792004,J10a18
45.749799146903,4.825678327286,45.666488643143,4.79161792004,J10r18
45.733611301761,4.904075995244,45.659963971269,4.812825354753,J11a29
45.728215968134,4.903903996734,45.639438985556,4.81597099428,J11r29
45.733611301761,4.812825354753,45.709853998741,4.742661683077,J12a7
45.674268011415,4.826242940163,45.638486923442,4.785086320794,J15a32
45.674268011415,4.825983429436,45.638486923442,4.799540065317,J15r32
45.733611301761,4.902451864048,45.660032450409,4.812825354753,J16a6
45.728215968134,4.903109482666,45.660627374654,4.81597099428,J16r6
45.731619968713,5.215798987752,45.687789997823,5.002524946725,J19a5
45.731766994782,5.215798987752,45.688065994723,5.001792445697,J19r5
45.709487022794,4.862493033752,45.697334958023,4.856886974487,J21a9
45.709487022794,4.862493033752,45.697334958023,4.856886974487,J21r9
45.714119997339,4.863758528804,45.697334958023,4.85492503036,J22a13
45.713821970456,4.86378832129,45.697334958023,4.855013034471,J22r13
45.760623003555,5.304568007968,45.563677036032,4.977399004936,J25a9
45.760684000632,5.304568007968,45.563677036032,4.977399004936,J25r9
45.725026986691,5.128153036432,45.675141986267,5.034939960223,J27a5
45.725026986691,5.128153036432,45.675068004955,5.034939960223,J27r5
45.693386213577,5.034270980813,45.641366011834,4.940360252902,J28a3
45.693386213577,5.034538992232,45.641139013044,4.940360252902,J28r3
45.781445576802,4.786142528257,45.765532742746,4.759528360597,J31a12
45.781445576802,4.786142528257,45.765532742746,4.759528360597,J31r12
45.838504960619,4.786923729788,45.780993395242,4.741670938469,J32a29
45.838504960619,4.786923729788,45.780993395242,4.741670938469,J32r29
45.817256030256,4.786923729788,45.780993395242,4.7530917078,J33a25
45.817256030256,4.786923729788,45.780993395242,4.7530917078,J33r25
45.843100399201,4.786923729788,45.792173728333,4.768583956527,J35a16
45.842994243555,4.786923729788,45.792173728333,4.768583956527,J35r16
45.822655104316,4.786923729788,45.792173728333,4.732741060898,J36a19
45.822655104316,4.786923729788,45.792173728333,4.733807019136,J36r19
45.815812021827,4.786142528257,45.776755988309,4.750673225256,J38a7
45.78334699378,4.786142528257,45.776602033636,4.766049445122,J38r7
45.730786016718,4.810818006984,45.716581013702,4.790082051845,J41a14
45.730842335627,4.81083308331,45.716581013702,4.790082051845,J41r14
45.811002385794,4.815884693453,45.786393033551,4.787342317793,J53a17
45.810180765065,4.815884693453,45.786332979963,4.787226666072,J53r17
45.824551446577,4.840602027209,45.794391731666,4.815884693453,J54a29
45.824670060037,4.840495203008,45.794391731666,4.815884693453,J54r29
